origen_destino,residencia,trabajo,zona_residencia,zona_trabajo,trabajadores
28091 - 28015,28091,28015,08,09,2
28091 - 28019,28091,28019,08,08,3
28091 - 28022,28091,28022,08,05,5
28091 - 28023,28091,28023,08,11,1
28091 - 28025,28091,28025,08,08,1
28091 - 28032,28091,28032,08,07,1
28091 - 28033,28091,28033,08,08,8
28091 - 28040,28091,28040,08,04,31
28091 - 28043,28091,28043,08,08,3
28091 - 28049,28091,28049,08,03,20
28091 - 28050,28091,28050,08,09,1
28091 - 28052,28091,28052,08,08,18
28091 - 28053,28091,28053,08,07,1
28091 - 28054,28091,28054,08,11,1
28091 - 28058,28091,28058,08,04,11
28091 - 28060,28091,28060,08,08,1
28091 - 28061,28091,28061,08,05,2
28091 - 28065,28091,28065,08,04,41
28091 - 28066,28091,28066,08,09,1
28091 - 28073,28091,28073,08,04,5
28091 - 28074,28091,28074,08,04,12
28091 - 28075,28091,28075,08,08,7
28091 - 28079,28091,28079,08,01,729
28091 - 28080,28091,28080,08,05,3
28091 - 28083,28091,28083,08,07,1
28091 - 28084,28091,28084,08,03,7
28091 - 28089,28091,28089,08,09,1
28091 - 28091,28091,28091,08,08,500
28091 - 28092,28091,28092,08,04,11
28091 - 28096,28091,28096,08,09,1
28091 - 28104,28091,28104,08,03,1
28091 - 28106,28091,28106,08,04,1
28091 - 28110,28091,28110,08,08,5
28091 - 28113,28091,28113,08,04,18
28091 - 28115,28091,28115,08,05,21
28091 - 28123,28091,28123,08,03,96
28091 - 28127,28091,28127,08,05,17
28091 - 28129,28091,28129,08,02,1
28091 - 28130,28091,28130,08,03,13
28091 - 28132,28091,28132,08,04,15
28091 - 28134,28091,28134,08,02,12
28091 - 28140,28091,28140,08,09,1
28091 - 28141,28091,28141,08,09,1
28091 - 28144,28091,28144,08,11,1
28091 - 28146,28091,28146,08,08,6
28091 - 28148,28091,28148,08,03,21
28091 - 28152,28091,28152,08,05,1
28091 - 28157,28091,28157,08,08,3
28091 - 28161,28091,28161,08,04,22
28091 - 28165,28091,28165,08,08,5
28091 - 28167,28091,28167,08,03,4
28091 - 28172,28091,28172,08,08,2
28091 - 28179,28091,28179,08,08,1
28091 - 28180,28091,28180,08,08,31
28091 - 28903,28091,28903,08,02,5
28092 - 28002,28092,28002,04,03,25
28092 - 28004,28092,28004,04,09,107
28092 - 28005,28092,28005,04,03,371
28092 - 28006,28092,28006,04,02,1064
28092 - 28007,28092,28007,04,04,5111
28092 - 28008,28092,28008,04,09,22
28092 - 28009,28092,28009,04,02,58
28092 - 28010,28092,28010,04,11,9
28092 - 28011,28092,28011,04,08,1
28092 - 28012,28092,28012,04,08,1
28092 - 28013,28092,28013,04,04,144
28092 - 28014,28092,28014,04,03,197
28092 - 28015,28092,28015,04,09,1362
28092 - 28017,28092,28017,04,09,7
28092 - 28018,28092,28018,04,11,3
28092 - 28022,28092,28022,04,05,851
28092 - 28023,28092,28023,04,11,3
28092 - 28024,28092,28024,04,06,11
28092 - 28026,28092,28026,04,05,77
28092 - 28028,28092,28028,04,06,1
28092 - 28030,28092,28030,04,06,2
28092 - 28031,28092,28031,04,10,9
28092 - 28032,28092,28032,04,07,21
28092 - 28033,28092,28033,04,08,8
28092 - 28034,28092,28034,04,06,1
28092 - 28036,28092,28036,04,09,14
28092 - 28038,28092,28038,04,11,2
28092 - 28040,28092,28040,04,04,135
28092 - 28041,28092,28041,04,02,9
28092 - 28042,28092,28042,04,10,7
28092 - 28043,28092,28043,04,08,5
28092 - 28044,28092,28044,04,11,14
28092 - 28045,28092,28045,04,02,78
28092 - 28046,28092,28046,04,11,4
28092 - 28047,28092,28047,04,05,75
28092 - 28049,28092,28049,04,03,289
28092 - 28050,28092,28050,04,09,29
28092 - 28051,28092,28051,04,10,4
28092 - 28052,28092,28052,04,08,3
28092 - 28053,28092,28053,04,07,10
28092 - 28054,28092,28054,04,11,12
28092 - 28055,28092,28055,04,08,6
28092 - 28057,28092,28057,04,07,1
28092 - 28058,28092,28058,04,04,2333
28092 - 28059,28092,28059,04,07,14
28092 - 28060,28092,28060,04,08,2
28092 - 28061,28092,28061,04,05,28
28092 - 28062,28092,28062,04,06,1
28092 - 28065,28092,28065,04,04,1950
28092 - 28066,28092,28066,04,09,168
28092 - 28067,28092,28067,04,06,19
28092 - 28068,28092,28068,04,11,9
28092 - 28072,28092,28072,04,05,12
28092 - 28073,28092,28073,04,04,512
28092 - 28074,28092,28074,04,04,2442
28092 - 28075,28092,28075,04,08,25
28092 - 28079,28092,28079,04,01,31977
28092 - 28080,28092,28080,04,05,1193
28092 - 28082,28092,28082,04,11,3
28092 - 28083,28092,28083,04,07,33
28092 - 28084,28092,28084,04,03,30
28092 - 28085,28092,28085,04,11,2
28092 - 28086,28092,28086,04,07,3
28092 - 28087,28092,28087,04,11,1
28092 - 28089,28092,28089,04,09,123
28092 - 28090,28092,28090,04,11,14
28092 - 28091,28092,28091,04,08,6
28092 - 28092,28092,28092,04,04,13572
28092 - 28093,28092,28093,04,11,6
28092 - 28094,28092,28094,04,06,1
28092 - 28095,28092,28095,04,10,2
28092 - 28096,28092,28096,04,09,483
28092 - 28097,28092,28097,04,06,1
28092 - 28099,28092,28099,04,10,11
28092 - 28100,28092,28100,04,08,3
28092 - 28101,28092,28101,04,08,2
28092 - 28104,28092,28104,04,03,27
28092 - 28106,28092,28106,04,04,245
28092 - 28108,28092,28108,04,06,3
28092 - 28109,28092,28109,04,10,11
28092 - 28113,28092,28113,04,04,375
28092 - 28115,28092,28115,04,05,2203
28092 - 28116,28092,28116,04,08,1
28092 - 28119,28092,28119,04,09,7
28092 - 28121,28092,28121,04,06,1
28092 - 28123,28092,28123,04,03,238
28092 - 28127,28092,28127,04,05,1256
28092 - 28128,28092,28128,04,10,4
28092 - 28129,28092,28129,04,02,22
28092 - 28130,28092,28130,04,03,227
28092 - 28131,28092,28131,04,11,20
28092 - 28132,28092,28132,04,04,67
28092 - 28133,28092,28133,04,10,11
28092 - 28134,28092,28134,04,02,414
28092 - 28140,28092,28140,04,09,28
28092 - 28141,28092,28141,04,09,105
28092 - 28144,28092,28144,04,11,9
28092 - 28145,28092,28145,04,07,2
28092 - 28146,28092,28146,04,08,2
28092 - 28147,28092,28147,04,08,1
28092 - 28148,28092,28148,04,03,244
28092 - 28149,28092,28149,04,09,47
28092 - 28150,28092,28150,04,09,11
28092 - 28151,28092,28151,04,06,4
28092 - 28152,28092,28152,04,05,44
28092 - 28153,28092,28153,04,06,6
28092 - 28154,28092,28154,04,08,11
28092 - 28156,28092,28156,04,07,1
28092 - 28157,28092,28157,04,08,1
28092 - 28160,28092,28160,04,11,20
28092 - 28161,28092,28161,04,04,206
28092 - 28162,28092,28162,04,07,2
28092 - 28164,28092,28164,04,07,2
28092 - 28165,28092,28165,04,08,4
28092 - 28167,28092,28167,04,03,21
28092 - 28169,28092,28169,04,06,2
28092 - 28171,28092,28171,04,09,26
28092 - 28172,28092,28172,04,08,3
28092 - 28173,28092,28173,04,08,1
28092 - 28174,28092,28174,04,09,5
28092 - 28175,28092,28175,04,09,7
28092 - 28176,28092,28176,04,05,128
28092 - 28177,28092,28177,04,11,38
28092 - 28178,28092,28178,04,09,7
28092 - 28179,28092,28179,04,08,1
28092 - 28180,28092,28180,04,08,17
28092 - 28181,28092,28181,04,05,1024
28092 - 28183,28092,28183,04,10,2
28092 - 28901,28092,28901,04,06,8
28092 - 28903,28092,28903,04,02,376
28093 - 28005,28093,28005,11,03,6
28093 - 28006,28093,28006,11,02,22
28093 - 28007,28093,28007,11,04,1
28093 - 28009,28093,28009,11,02,2
28093 - 28010,28093,28010,11,11,9
28093 - 28014,28093,28014,11,03,3
28093 - 28015,28093,28015,11,09,1
28093 - 28018,28093,28018,11,11,13
28093 - 28022,28093,28022,11,05,4
28093 - 28023,28093,28023,11,11,4
28093 - 28038,28093,28038,11,11,15
28093 - 28040,28093,28040,11,04,1
28093 - 28044,28093,28044,11,11,2
28093 - 28045,28093,28045,11,02,13
28093 - 28046,28093,28046,11,11,20
28093 - 28047,28093,28047,11,05,48
28093 - 28049,28093,28049,11,03,1
28093 - 28053,28093,28053,11,07,1
28093 - 28054,28093,28054,11,11,3
28093 - 28058,28093,28058,11,04,3
28093 - 28059,28093,28059,11,07,1
28093 - 28061,28093,28061,11,05,11
28093 - 28065,28093,28065,11,04,1
28093 - 28068,28093,28068,11,11,5
28093 - 28072,28093,28072,11,05,4
28093 - 28073,28093,28073,11,04,1
28093 - 28074,28093,28074,11,04,5
28093 - 28079,28093,28079,11,01,316
28093 - 28080,28093,28080,11,05,17
28093 - 28082,28093,28082,11,11,2
28093 - 28085,28093,28085,11,11,1
28093 - 28086,28093,28086,11,07,1
28093 - 28087,28093,28087,11,11,3
28093 - 28090,28093,28090,11,11,9
28093 - 28092,28093,28092,11,04,5
28093 - 28093,28093,28093,11,11,238
28093 - 28096,28093,28096,11,09,1
28093 - 28113,28093,28113,11,04,1
28093 - 28115,28093,28115,11,05,22
28093 - 28119,28093,28119,11,09,1
28093 - 28120,28093,28120,11,06,1
28093 - 28123,28093,28123,11,03,2
28093 - 28127,28093,28127,11,05,35
28093 - 28129,28093,28129,11,02,3
28093 - 28130,28093,28130,11,03,1
28093 - 28131,28093,28131,11,11,5
28093 - 28133,28093,28133,11,10,1
28093 - 28134,28093,28134,11,02,9
28093 - 28144,28093,28144,11,11,11
28093 - 28148,28093,28148,11,03,3
28093 - 28151,28093,28151,11,06,2
28093 - 28152,28093,28152,11,05,16
28093 - 28160,28093,28160,11,11,1
28093 - 28161,28093,28161,11,04,1
28093 - 28176,28093,28176,11,05,1
28093 - 28181,28093,28181,11,05,5
28093 - 28903,28093,28903,11,02,27
28094 - 28005,28094,28005,06,03,2
28094 - 28006,28094,28006,06,02,28
28094 - 28007,28094,28007,06,04,1
28094 - 28009,28094,28009,06,02,3
28094 - 28014,28094,28014,06,03,2
28094 - 28020,28094,28020,06,06,1
28094 - 28021,28094,28021,06,06,1
28094 - 28023,28094,28023,06,11,1
28094 - 28027,28094,28027,06,06,1
28094 - 28028,28094,28028,06,06,5
28094 - 28029,28094,28029,06,06,7
28094 - 28030,28094,28030,06,06,5
28094 - 28040,28094,28040,06,04,1
28094 - 28041,28094,28041,06,02,1
28094 - 28045,28094,28045,06,02,28
28094 - 28047,28094,28047,06,05,1
28094 - 28059,28094,28059,06,07,1
28094 - 28062,28094,28062,06,06,1
28094 - 28065,28094,28065,06,04,3
28094 - 28067,28094,28067,06,06,20
28094 - 28074,28094,28074,06,04,1
28094 - 28079,28094,28079,06,01,159
28094 - 28080,28094,28080,06,05,4
28094 - 28085,28094,28085,06,11,8
28094 - 28086,28094,28086,06,07,1
28094 - 28092,28094,28092,06,04,1
28094 - 28094,28094,28094,06,06,53
28094 - 28108,28094,28108,06,06,2
28094 - 28115,28094,28115,06,05,7
28094 - 28123,28094,28123,06,03,3
28094 - 28126,28094,28126,06,06,1
28094 - 28127,28094,28127,06,05,3
28094 - 28129,28094,28129,06,02,3
28094 - 28130,28094,28130,06,03,1
28094 - 28134,28094,28134,06,02,7
28094 - 28144,28094,28144,06,11,16
28094 - 28148,28094,28148,06,03,6
28094 - 28151,28094,28151,06,06,2
28094 - 28154,28094,28154,06,08,1
28094 - 28169,28094,28169,06,06,5
28094 - 28901,28094,28901,06,06,1
28094 - 28903,28094,28903,06,02,22
28095 - 28004,28095,28004,10,09,1
28095 - 28005,28095,28005,10,03,5
28095 - 28006,28095,28006,10,02,10
28095 - 28007,28095,28007,10,04,5
28095 - 28009,28095,28009,10,02,3
28095 - 28010,28095,28010,10,11,2
28095 - 28013,28095,28013,10,04,2
28095 - 28015,28095,28015,10,09,4
28095 - 28022,28095,28022,10,05,14
28095 - 28023,28095,28023,10,11,1
28095 - 28026,28095,28026,10,05,6
28095 - 28031,28095,28031,10,10,1
28095 - 28038,28095,28038,10,11,1
28095 - 28040,28095,28040,10,04,3
28095 - 28042,28095,28042,10,10,5
28095 - 28044,28095,28044,10,11,3
28095 - 28045,28095,28045,10,02,1
28095 - 28046,28095,28046,10,11,3
28095 - 28047,28095,28047,10,05,14
28095 - 28049,28095,28049,10,03,3
28095 - 28054,28095,28054,10,11,13
28095 - 28056,28095,28056,10,10,4
28095 - 28058,28095,28058,10,04,8
28095 - 28061,28095,28061,10,05,5
28095 - 28065,28095,28065,10,04,8
28095 - 28074,28095,28074,10,04,9
28095 - 28075,28095,28075,10,08,1
28095 - 28079,28095,28079,10,01,240
28095 - 28080,28095,28080,10,05,41
28095 - 28084,28095,28084,10,03,1
28095 - 28092,28095,28092,10,04,10
28095 - 28095,28095,28095,10,10,86
28095 - 28096,28095,28096,10,09,1
28095 - 28099,28095,28099,10,10,1
28095 - 28106,28095,28106,10,04,1
28095 - 28113,28095,28113,10,04,1
28095 - 28115,28095,28115,10,05,32
28095 - 28125,28095,28125,10,10,1
28095 - 28127,28095,28127,10,05,45
28095 - 28129,28095,28129,10,02,1
28095 - 28130,28095,28130,10,03,2
28095 - 28131,28095,28131,10,11,13
28095 - 28133,28095,28133,10,10,2
28095 - 28134,28095,28134,10,02,5
28095 - 28148,28095,28148,10,03,1
28095 - 28152,28095,28152,10,05,10
28095 - 28159,28095,28159,10,10,1
28095 - 28160,28095,28160,10,11,48
28095 - 28171,28095,28171,10,09,1
28095 - 28176,28095,28176,10,05,35
28095 - 28177,28095,28177,10,11,15
28095 - 28181,28095,28181,10,05,3
28095 - 28183,28095,28183,10,10,1
28095 - 28903,28095,28903,10,02,2
28096 - 28001,28096,28001,09,06,1
28096 - 28002,28096,28002,09,03,5
28096 - 28004,28096,28004,09,09,82
28096 - 28005,28096,28005,09,03,30
28096 - 28006,28096,28006,09,02,89
28096 - 28007,28096,28007,09,04,466
28096 - 28008,28096,28008,09,09,17
28096 - 28009,28096,28009,09,02,8
28096 - 28012,28096,28012,09,08,3
28096 - 28013,28096,28013,09,04,17
28096 - 28014,28096,28014,09,03,36
28096 - 28015,28096,28015,09,09,264
28096 - 28017,28096,28017,09,09,4
28096 - 28022,28096,28022,09,05,103
28096 - 28023,28096,28023,09,11,1
28096 - 28024,28096,28024,09,06,1
28096 - 28026,28096,28026,09,05,36
28096 - 28028,28096,28028,09,06,1
28096 - 28031,28096,28031,09,10,3
28096 - 28032,28096,28032,09,07,1
28096 - 28033,28096,28033,09,08,3
28096 - 28034,28096,28034,09,06,1
28096 - 28036,28096,28036,09,09,6
28096 - 28037,28096,28037,09,10,1
28096 - 28040,28096,28040,09,04,16
28096 - 28042,28096,28042,09,10,3
28096 - 28044,28096,28044,09,11,3
28096 - 28045,28096,28045,09,02,3
28096 - 28047,28096,28047,09,05,6
28096 - 28049,28096,28049,09,03,21
28096 - 28050,28096,28050,09,09,5
28096 - 28053,28096,28053,09,07,1
28096 - 28054,28096,28054,09,11,3
28096 - 28058,28096,28058,09,04,169
28096 - 28059,28096,28059,09,07,1
28096 - 28061,28096,28061,09,05,6
28096 - 28065,28096,28065,09,04,205
28096 - 28066,28096,28066,09,09,30
28096 - 28067,28096,28067,09,06,4
28096 - 28068,28096,28068,09,11,2
28096 - 28072,28096,28072,09,05,1
28096 - 28073,28096,28073,09,04,69
28096 - 28074,28096,28074,09,04,236
28096 - 28075,28096,28075,09,08,3
28096 - 28079,28096,28079,09,01,3072
28096 - 28080,28096,28080,09,05,126
28096 - 28083,28096,28083,09,07,4
28096 - 28084,28096,28084,09,03,2
28096 - 28085,28096,28085,09,11,2
28096 - 28086,28096,28086,09,07,2
28096 - 28087,28096,28087,09,11,1
28096 - 28089,28096,28089,09,09,18
28096 - 28090,28096,28090,09,11,1
28096 - 28091,28096,28091,09,08,2
28096 - 28092,28096,28092,09,04,666
28096 - 28095,28096,28095,09,10,1
28096 - 28096,28096,28096,09,09,1868
28096 - 28099,28096,28099,09,10,1
28096 - 28104,28096,28104,09,03,1
28096 - 28106,28096,28106,09,04,30
28096 - 28109,28096,28109,09,10,2
28096 - 28113,28096,28113,09,04,33
28096 - 28115,28096,28115,09,05,276
28096 - 28119,28096,28119,09,09,3
28096 - 28123,28096,28123,09,03,14
28096 - 28125,28096,28125,09,10,3
28096 - 28127,28096,28127,09,05,153
28096 - 28129,28096,28129,09,02,1
28096 - 28130,28096,28130,09,03,22
28096 - 28132,28096,28132,09,04,1
28096 - 28133,28096,28133,09,10,2
28096 - 28134,28096,28134,09,02,32
28096 - 28140,28096,28140,09,09,8
28096 - 28141,28096,28141,09,09,103
28096 - 28144,28096,28144,09,11,1
28096 - 28147,28096,28147,09,08,2
28096 - 28148,28096,28148,09,03,24
28096 - 28149,28096,28149,09,09,6
28096 - 28150,28096,28150,09,09,2
28096 - 28152,28096,28152,09,05,1
28096 - 28154,28096,28154,09,08,1
28096 - 28160,28096,28160,09,11,1
28096 - 28161,28096,28161,09,04,35
28096 - 28167,28096,28167,09,03,3
28096 - 28169,28096,28169,09,06,1
28096 - 28171,28096,28171,09,09,6
28096 - 28173,28096,28173,09,08,1
28096 - 28174,28096,28174,09,09,42
28096 - 28175,28096,28175,09,09,15
28096 - 28176,28096,28176,09,05,44
28096 - 28177,28096,28177,09,11,20
28096 - 28178,28096,28178,09,09,16
28096 - 28180,28096,28180,09,08,3
28096 - 28181,28096,28181,09,05,138
28096 - 28901,28096,28901,09,06,3
28096 - 28903,28096,28903,09,02,35
28097 - 28006,28097,28006,06,02,2
28097 - 28027,28097,28027,06,06,1
28097 - 28063,28097,28063,06,06,4
28097 - 28074,28097,28074,06,04,1
28097 - 28079,28097,28079,06,01,12
28097 - 28085,28097,28085,06,11,1
28097 - 28097,28097,28097,06,06,3
28097 - 28120,28097,28120,06,06,1
28097 - 28127,28097,28127,06,05,1
28097 - 28130,28097,28130,06,03,1
28097 - 28134,28097,28134,06,02,1
28097 - 28182,28097,28182,06,06,1
28097 - 28901,28097,28901,06,06,1
28097 - 28903,28097,28903,06,02,3
28099 - 28005,28099,28005,10,03,4
28099 - 28006,28099,28006,10,02,6
28099 - 28007,28099,28007,10,04,35
28099 - 28010,28099,28010,10,11,1
28099 - 28014,28099,28014,10,03,1
28099 - 28015,28099,28015,10,09,5
28099 - 28022,28099,28022,10,05,12
28099 - 28023,28099,28023,10,11,1
28099 - 28026,28099,28026,10,05,9
28099 - 28030,28099,28030,10,06,1
28099 - 28031,28099,28031,10,10,1
28099 - 28038,28099,28038,10,11,1
28099 - 28040,28099,28040,10,04,2
28099 - 28042,28099,28042,10,10,5
28099 - 28045,28099,28045,10,02,2
28099 - 28047,28099,28047,10,05,6
28099 - 28049,28099,28049,10,03,1
28099 - 28050,28099,28050,10,09,1
28099 - 28051,28099,28051,10,10,12
28099 - 28056,28099,28056,10,10,1
28099 - 28058,28099,28058,10,04,6
28099 - 28061,28099,28061,10,05,1
28099 - 28065,28099,28065,10,04,4
28099 - 28066,28099,28066,10,09,2
28099 - 28073,28099,28073,10,04,2
28099 - 28074,28099,28074,10,04,11
28099 - 28079,28099,28079,10,01,240
28099 - 28080,28099,28080,10,05,5
28099 - 28085,28099,28085,10,11,1
28099 - 28092,28099,28092,10,04,18
28099 - 28096,28099,28096,10,09,6
28099 - 28099,28099,28099,10,10,167
28099 - 28100,28099,28100,10,08,1
28099 - 28106,28099,28106,10,04,1
28099 - 28109,28099,28109,10,10,6
28099 - 28113,28099,28113,10,04,3
28099 - 28115,28099,28115,10,05,10
28099 - 28123,28099,28123,10,03,1
28099 - 28125,28099,28125,10,10,1
28099 - 28127,28099,28127,10,05,17
28099 - 28128,28099,28128,10,10,2
28099 - 28129,28099,28129,10,02,2
28099 - 28130,28099,28130,10,03,1
28099 - 28131,28099,28131,10,11,12
28099 - 28133,28099,28133,10,10,12
28099 - 28134,28099,28134,10,02,4
28099 - 28141,28099,28141,10,09,1
28099 - 28160,28099,28160,10,11,1
28099 - 28161,28099,28161,10,04,4
28099 - 28171,28099,28171,10,09,1
28099 - 28174,28099,28174,10,09,1
28099 - 28175,28099,28175,10,09,1
28099 - 28176,28099,28176,10,05,4
28099 - 28177,28099,28177,10,11,6
28099 - 28178,28099,28178,10,09,2
28099 - 28181,28099,28181,10,05,19
28099 - 28183,28099,28183,10,10,1
28100 - 28002,28100,28002,08,03,11
28100 - 28005,28100,28005,08,03,148
28100 - 28006,28100,28006,08,02,16
28100 - 28007,28100,28007,08,04,3
28100 - 28009,28100,28009,08,02,3
28100 - 28013,28100,28013,08,04,1
28100 - 28014,28100,28014,08,03,99
28100 - 28022,28100,28022,08,05,3
28100 - 28028,28100,28028,08,06,1
28100 - 28032,28100,28032,08,07,1
28100 - 28033,28100,28033,08,08,18
28100 - 28035,28100,28035,08,08,2
28100 - 28038,28100,28038,08,11,1
28100 - 28040,28100,28040,08,04,1
28100 - 28045,28100,28045,08,02,1
28100 - 28047,28100,28047,08,05,1
28100 - 28048,28100,28048,08,08,4
28100 - 28049,28100,28049,08,03,44
28100 - 28052,28100,28052,08,08,1
28100 - 28053,28100,28053,08,07,1
28100 - 28055,28100,28055,08,08,1
28100 - 28058,28100,28058,08,04,3
28100 - 28061,28100,28061,08,05,1
28100 - 28065,28100,28065,08,04,8
28100 - 28073,28100,28073,08,04,3
28100 - 28074,28100,28074,08,04,10
28100 - 28075,28100,28075,08,08,26
28100 - 28079,28100,28079,08,01,704
28100 - 28080,28100,28080,08,05,9
28100 - 28083,28100,28083,08,07,7
28100 - 28084,28100,28084,08,03,19
28100 - 28085,28100,28085,08,11,1
28100 - 28089,28100,28089,08,09,1
28100 - 28091,28100,28091,08,08,1
28100 - 28092,28100,28092,08,04,2
28100 - 28100,28100,28100,08,08,208
28100 - 28101,28100,28101,08,08,12
28100 - 28102,28100,28102,08,08,5
28100 - 28104,28100,28104,08,03,1
28100 - 28106,28100,28106,08,04,1
28100 - 28107,28100,28107,08,06,1
28100 - 28113,28100,28113,08,04,8
28100 - 28115,28100,28115,08,05,11
28100 - 28116,28100,28116,08,08,2
28100 - 28123,28100,28123,08,03,20
28100 - 28127,28100,28127,08,05,13
28100 - 28128,28100,28128,08,10,2
28100 - 28130,28100,28130,08,03,21
28100 - 28134,28100,28134,08,02,15
28100 - 28140,28100,28140,08,09,1
28100 - 28146,28100,28146,08,08,1
28100 - 28148,28100,28148,08,03,99
28100 - 28152,28100,28152,08,05,1
28100 - 28154,28100,28154,08,08,41
28100 - 28156,28100,28156,08,07,1
28100 - 28161,28100,28161,08,04,4
28100 - 28165,28100,28165,08,08,10
28100 - 28167,28100,28167,08,03,9
28100 - 28172,28100,28172,08,08,17
28100 - 28179,28100,28179,08,08,13
28100 - 28180,28100,28180,08,08,2
28100 - 28181,28100,28181,08,05,5
28100 - 28903,28100,28903,08,02,10
28101 - 28005,28101,28005,08,03,5
28101 - 28006,28101,28006,08,02,1
28101 - 28011,28101,28011,08,08,1
